1.04052	-0.0355776	-0.00161244	0.297788	-0.00309669	-0.000215971	0.297788	-0.00309669	-0.000215971	-1.1714	
-0.0355823	0.989245	0.000829036	-0.00309689	0.293359	0.000111345	-0.00309689	0.293359	0.000111345	0.609795	
-0.00163872	0.000842377	0.971011	-0.00021707	0.000111903	0.29177	-0.00021707	0.000111903	0.29177	0.0824237	
0.249014	-0.218465	-0.0141847	1.032	-0.028444	-0.00257673	1.032	-0.028444	-0.00257673	-0.698431	
-0.218535	-0.063869	0.00732118	-0.0284475	0.991593	0.00133312	-0.0284475	0.991593	0.00133312	0.404832	
-0.0145713	0.00751752	-0.175921	-0.00259614	0.00134298	0.976993	-0.00259614	0.00134298	0.976993	0.275966	
1.44212e+13	7.30063e+07	-9.09853e+08	0.829597	-8.62868e-15	-7.26342e-14	0.829597	-8.62868e-15	-7.26342e-14	-0.632302	
7.49003e+07	-1.85663e+15	2.24065e+16	0	0.829597	2.12943e-06	0	0.829597	2.12943e-06	1.31233e+07	
1.71356e+07	4.30214e+15	5.3831e+15	0	-6.09681e-07	4.62604	0	-6.09681e-07	4.62604	1.96019e+08	
4.90032e+13	2.48074e+08	-3.09167e+09	2.81896	-2.93207e-14	-2.4681e-13	2.81896	-2.93207e-14	-2.4681e-13	-2.14855	
2.5451e+08	-6.30881e+15	7.61369e+16	0	2.81896	7.23578e-06	0	2.81896	7.23578e-06	4.45929e+07	
5.82265e+07	1.46186e+16	1.82917e+16	0	-2.07168e-06	15.7192	0	-2.07168e-06	15.7192	6.66071e+08	
0.996273	-0.0190481	-0.0346674	0.293894	-0.00161947	-0.00299651	0.293894	-0.00161947	-0.00299651	-0.670659	
-0.0190528	0.985561	0.0262763	-0.00161967	0.293012	0.00229005	-0.00161967	0.293012	0.00229005	0.524803	
-0.0346931	0.0262893	1.01893	-0.00299759	0.00229059	0.29601	-0.00299759	0.00229059	0.29601	1.01282	
-0.0251631	-0.1147	-0.211496	0.995911	-0.0145692	-0.0273404	0.995911	-0.0145692	-0.0273404	-0.24879	
-0.11477	-0.0880494	0.161456	-0.0145727	0.988194	0.0210518	-0.0145727	0.988194	0.0210518	0.266798	
-0.211875	0.161647	0.122364	-0.0273594	0.0210614	1.01648	-0.0273594	0.0210614	1.01648	0.771588	
-1.05289e+12	1.30956e+09	2.53438e+09	-2.82995	-1.24755e-06	1.12033e-06	-2.82995	-1.24755e-06	1.12033e-06	0.308821	
-1.7509e+08	-9.56158e+15	-1.85032e+16	-6.72377e-18	2.19547	-3.49816	-6.72377e-18	2.19547	-3.49816	-3.822e+06	
6.57018e+07	3.57319e+15	6.93516e+15	1.17047e-17	23.1591	-54.3942	1.17047e-17	23.1591	-54.3942	8.79136e+06	
-3.57771e+12	4.44987e+09	8.61178e+09	-9.61612	-4.23917e-06	3.80687e-06	-9.61612	-4.23917e-06	3.80687e-06	1.04937	
-5.94953e+08	-3.24901e+16	-6.28734e+16	-2.41775e-17	7.46016	-11.8867	-2.41775e-17	7.46016	-11.8867	-1.29871e+07	
2.23254e+08	1.21417e+16	2.35656e+16	4.08467e-17	78.6941	-184.831	4.08467e-17	78.6941	-184.831	2.98729e+07	
0.973436	0.00134651	0.0136714	0.291999	0.000117628	0.00125982	0.291999	0.000117628	0.00125982	0.260721	
0.00134184	0.972033	0.00832313	0.000117433	0.291845	0.000684256	0.000117433	0.291845	0.000684256	0.103221	
0.0136455	0.00833611	1.05529	0.00125874	0.000684799	0.299071	0.00125874	0.000684799	0.299071	1.29327	
-0.159976	0.00829868	0.0881945	0.979244	0.00107864	0.0121383	0.979244	0.00107864	0.0121383	0.361303	
0.00822989	-0.170494	0.0486808	0.00107518	0.977565	0.00595938	0.00107518	0.977565	0.00595938	-0.0425254	
0.0878138	0.0488721	0.339566	0.0121192	0.00596899	1.04377	0.0121192	0.00596899	1.04377	0.772493	
