0.0127821	0.0191542	0.0168711	0.37581	0.56496	0.507611	0.37581	0.56496	0.507611	
0.0124069	0.0189343	0.0190394	0.365867	0.55918	0.577025	0.365867	0.55918	0.577025	
0.011983	0.0187941	0.0206708	0.349996	0.554743	0.600634	0.349996	0.554743	0.600634	
0.011195	0.01863	0.0189294	0.328317	0.550469	0.553586	0.328317	0.550469	0.553586	
0.0107094	0.0185821	0.0179801	0.315258	0.549681	0.528853	0.315258	0.549681	0.528853	
0.0104739	0.0186617	0.0176628	0.309439	0.552724	0.522384	0.309439	0.552724	0.522384	
0.0104653	0.0188819	0.0179364	0.310292	0.560007	0.533475	0.310292	0.560007	0.533475	
0.0106846	0.0192621	0.0188664	0.317963	0.572127	0.564634	0.317963	0.572127	0.564634	
0.0111566	0.0198269	0.0206578	0.333313	0.58985	0.622837	0.333313	0.58985	0.622837	
0.0119367	0.0206099	0.0237774	0.358173	0.614229	0.723877	0.358173	0.614229	0.723877	
0.0123596	0.0209064	0.0257251	0.359494	0.611052	0.734458	0.359494	0.611052	0.734458	
0.0112892	0.0195854	0.0215045	0.329819	0.573395	0.620644	0.329819	0.573395	0.620644	
0.010576	0.018525	0.0190275	0.310194	0.543201	0.553551	0.310194	0.543201	0.553551	
0.0101347	0.0176817	0.0175859	0.29832	0.519249	0.514936	0.29832	0.519249	0.514936	
0.0099181	0.0170231	0.0168602	0.292942	0.500626	0.49651	0.292942	0.500626	0.49651	
0.0099039	0.016525	0.0167112	0.293505	0.486648	0.494785	0.293505	0.486648	0.494785	
0.0100894	0.0161689	0.0171085	0.30002	0.476796	0.50932	0.30002	0.476796	0.50932	
0.0104913	0.0159424	0.0181173	0.313085	0.470727	0.542546	0.313085	0.470727	0.542546	
0.0109375	0.0157328	0.0183523	0.323797	0.46329	0.527291	0.323797	0.46329	0.527291	
0.0110479	0.0153556	0.0156696	0.328034	0.452606	0.453558	0.328034	0.452606	0.453558	
0.0113591	0.0150672	0.0139291	0.338308	0.444517	0.405519	0.338308	0.444517	0.405519	
0.0117212	0.0148783	0.012802	0.345631	0.439348	0.374512	0.345631	0.439348	0.374512	
0.0116085	0.0147791	0.0121027	0.3436	0.436819	0.355564	0.3436	0.436819	0.355564	
0.0117585	0.014758	0.0117279	0.349364	0.436593	0.345908	0.349364	0.436593	0.345908	
0.0121882	0.0148143	0.0116311	0.363578	0.438659	0.344354	0.363578	0.438659	0.344354	
0.0129485	0.0149488	0.0117952	0.387948	0.443043	0.348476	0.387948	0.443043	0.348476	
0.0141502	0.0151748	0.011375	0.426084	0.450148	0.334774	0.426084	0.450148	0.334774	
0.0159856	0.0154986	0.0111044	0.484292	0.460169	0.327787	0.484292	0.460169	0.327787	
0.0188031	0.0159113	0.0110317	0.573509	0.472806	0.326492	0.573509	0.472806	0.326492	
0.0182445	0.0161359	0.0105668	0.533506	0.478339	0.310411	0.533506	0.478339	0.310411	
0.0173111	0.0164123	0.0101969	0.509102	0.487163	0.300566	0.509102	0.487163	0.300566	
0.0169749	0.0168201	0.0100389	0.501872	0.49993	0.296883	0.501872	0.49993	0.296883	
0.0171802	0.017373	0.0100786	0.510641	0.517065	0.299032	0.510641	0.517065	0.299032	
0.0179629	0.018089	0.0103198	0.536929	0.539134	0.307219	0.536929	0.539134	0.307219	
0.0194663	0.0189923	0.0107856	0.585645	0.566887	0.322235	0.585645	0.566887	0.322235	
0.0220155	0.0201168	0.0115252	0.667692	0.601373	0.345687	0.667692	0.601373	0.345687	
0.0263218	0.0215059	0.0126248	0.807208	0.643943	0.380378	0.807208	0.643943	0.380378	
0.0244164	0.0212778	0.0122245	0.702268	0.625007	0.357088	0.702268	0.625007	0.357088	
0.0212336	0.0205384	0.0114453	0.616364	0.604307	0.33571	0.616364	0.604307	0.33571	
0.0193959	0.0200148	0.0109744	0.567038	0.589807	0.323115	0.567038	0.589807	0.323115	
0.0184311	0.0196745	0.0107576	0.542093	0.580595	0.317869	0.542093	0.580595	0.317869	
0.0181306	0.0194932	0.0107709	0.536206	0.575989	0.319391	0.536206	0.575989	0.319391	
0.018427	0.0194534	0.0110151	0.547935	0.575496	0.327812	0.547935	0.575496	0.327812	
0.0193584	0.019542	0.0115147	0.578918	0.578741	0.343997	0.578918	0.578741	0.343997	
0.0210813	0.019748	0.0123248	0.634517	0.585412	0.369759	0.634517	0.585412	0.369759	
0.0198722	0.0199726	0.0128412	0.574372	0.591933	0.381374	0.574372	0.591933	0.381374	
0.0175684	0.0202809	0.0132162	0.511333	0.601833	0.393697	0.511333	0.601833	0.393697	
0.0161449	0.0207459	0.0138536	0.472616	0.616402	0.414018	0.472616	0.616402	0.414018	
0.0153592	0.0214125	0.0148373	0.451916	0.636995	0.444991	0.451916	0.636995	0.444991	
0.0150572	0.0222624	0.0150439	0.445073	0.662788	0.444988	0.445073	0.662788	0.444988	
0.0146467	0.0215951	0.0146482	0.43166	0.633944	0.431914	0.43166	0.633944	0.431914	
0.0144631	0.0207271	0.0145454	0.427814	0.609181	0.430921	0.427814	0.609181	0.430921	
0.0142827	0.0200324	0.0148609	0.417325	0.589471	0.442405	0.417325	0.589471	0.442405	
0.0133476	0.019499	0.0156431	0.391324	0.574477	0.468133	0.391324	0.574477	0.468133	
0.0127427	0.0191481	0.0170476	0.374759	0.56484	0.513245	0.374759	0.56484	0.513245	
0.0123898	0.0189401	0.019319	0.365466	0.559413	0.585973	0.365466	0.559413	0.585973	
0.0118969	0.0187915	0.0204653	0.34762	0.554716	0.595057	0.34762	0.554716	0.595057	
0.0111406	0.0186377	0.0188114	0.326841	0.550751	0.550451	0.326841	0.550751	0.550451	
0.0106803	0.018601	0.0179278	0.314512	0.550299	0.527597	0.314512	0.550299	0.527597	
0.0104667	0.0186922	0.0176673	0.309332	0.553694	0.522798	0.309332	0.553694	0.522798	
0.0104796	0.0189265	0.0180004	0.310825	0.561402	0.535686	0.310825	0.561402	0.535686	
0.0107217	0.0193224	0.0190026	0.319183	0.573997	0.569085	0.319183	0.573997	0.569085	
0.0112204	0.0199054	0.0208973	0.33535	0.592277	0.630579	0.33535	0.592277	0.630579	
0.0120354	0.0207117	0.0241921	0.3613	0.617368	0.737351	0.3613	0.617368	0.737351	
0.0122363	0.0207732	0.0251998	0.35607	0.607253	0.720361	0.35607	0.607253	0.720361	
0.0112056	0.0194782	0.0212011	0.327507	0.570341	0.612425	0.327507	0.570341	0.612425	
0.0105221	0.0184399	0.0188484	0.308722	0.540782	0.548715	0.308722	0.540782	0.548715	
0.0101043	0.0176148	0.0174872	0.297524	0.517354	0.512345	0.297524	0.517354	0.512345	
0.00990806	0.0169718	0.0168222	0.292741	0.499181	0.495659	0.292741	0.499181	0.495659	
0.00991309	0.016487	0.0167266	0.293874	0.485589	0.495504	0.293874	0.485589	0.495504	
0.0101188	0.0161432	0.0171799	0.300998	0.476095	0.511729	0.300998	0.476095	0.511729	
0.0105439	0.0159279	0.0182569	0.314767	0.470352	0.54707	0.314767	0.470352	0.54707	
0.0109389	0.0156916	0.0180265	0.323932	0.462117	0.518362	0.323932	0.462117	0.518362	
0.0110682	0.0153232	0.0154606	0.328731	0.45169	0.447791	0.328731	0.45169	0.447791	
0.0114	0.015043	0.0137914	0.339633	0.443843	0.401717	0.339633	0.443843	0.401717	
0.0116984	0.0148645	0.0127146	0.345084	0.43898	0.372119	0.345084	0.43898	0.372119	
0.011611	0.0147729	0.0120509	0.343797	0.436674	0.354184	0.343797	0.436674	0.354184	
0.0117868	0.0147593	0.0117053	0.350336	0.43667	0.345374	0.350336	0.43667	0.345374	
0.0122458	0.0148231	0.0116352	0.365444	0.438958	0.344603	0.365444	0.438958	0.344603	
0.0130428	0.0149653	0.0118112	0.390953	0.443571	0.346763	0.390953	0.443571	0.346763	
0.0142974	0.0152017	0.0113368	0.430752	0.450986	0.333751	0.430752	0.450986	0.333751	
0.0162096	0.0155339	0.0110867	0.491417	0.46126	0.327361	0.491417	0.46126	0.327361	
0.0191348	0.0159541	0.0110299	0.573353	0.473461	0.32524	0.573353	0.473461	0.32524	
0.018119	0.0161563	0.0105181	0.53015	0.479006	0.309088	0.53015	0.479006	0.309088	
0.01725	0.0164454	0.0101704	0.507577	0.488208	0.299883	0.507577	0.488208	0.299883	
0.0169684	0.0168669	0.0100323	0.501942	0.501388	0.296784	0.501942	0.501388	0.296784	
0.0172281	0.0174351	0.0100916	0.512343	0.518987	0.299517	0.512343	0.518987	0.299517	
0.0180736	0.018168	0.0103536	0.540565	0.541566	0.308331	0.540565	0.541566	0.308331	
0.0196632	0.0190917	0.0108442	0.591997	0.56994	0.324108	0.591997	0.56994	0.324108	
0.0223462	0.0202396	0.0116148	0.678365	0.605139	0.348523	0.678365	0.605139	0.348523	
0.0268974	0.0216574	0.0127572	0.824171	0.64819	0.384159	0.824171	0.64819	0.384159	
0.0240042	0.0211861	0.0121261	0.691143	0.62242	0.354368	0.691143	0.62242	0.354368	
0.020992	0.0204695	0.0113816	0.609829	0.602372	0.333973	0.609829	0.602372	0.333973	
0.0192574	0.0199641	0.0109378	0.56335	0.588391	0.322153	0.56335	0.588391	0.322153	
0.0183659	0.0196391	0.0107444	0.540478	0.579618	0.317588	0.540478	0.579618	0.317588	
0.0181259	0.0194706	0.0107798	0.536352	0.575382	0.319763	0.536352	0.575382	0.319763	
0.0184817	0.0194422	0.0110472	0.549856	0.575214	0.328884	0.549856	0.575214	0.328884	
0.0194811	0.0195402	0.0115734	0.582931	0.57873	0.345883	0.582931	0.57873	0.345883	
0.0212952	0.0197539	0.012417	0.641399	0.585624	0.372685	0.641399	0.585624	0.372685	
0.0195724	0.0199713	0.012856	0.566136	0.591946	0.381919	0.566136	0.591946	0.381919	
0.0173749	0.0202896	0.0132532	0.506006	0.60214	0.394915	0.506006	0.60214	0.394915	
0.0160229	0.0207671	0.0139187	0.469283	0.617078	0.416091	0.469283	0.617078	0.416091	
0.0152885	0.0214445	0.0149356	0.450045	0.637992	0.447393	0.450045	0.637992	0.447393	
0.0150272	0.0222996	0.0150178	0.443575	0.661541	0.443617	0.443575	0.661541	0.443617	
0.0146144	0.0215197	0.0146198	0.430869	0.631791	0.431276	0.430869	0.631791	0.431276	
0.0144633	0.0206661	0.0145569	0.427977	0.607445	0.43146	0.427977	0.607445	0.43146	
0.0141708	0.0199844	0.0149144	0.414195	0.588114	0.444212	0.414195	0.588114	0.444212	
0.013271	0.0194663	0.0157499	0.389198	0.573567	0.471587	0.389198	0.573567	0.471587	
0.0126921	0.0191263	0.0172246	0.373378	0.564251	0.518915	0.373378	0.564251	0.518915	
0.0123614	0.0189289	0.0196057	0.36473	0.559136	0.595184	0.36473	0.559136	0.595184	
0.0117966	0.0187695	0.0202365	0.344825	0.554107	0.588794	0.344825	0.554107	0.588794	
0.0110719	0.0186242	0.0186704	0.324944	0.550399	0.546643	0.324944	0.550399	0.546643	
0.0106369	0.0185967	0.0178531	0.31334	0.550227	0.525684	0.31334	0.550227	0.525684	
0.0104456	0.0186989	0.0176515	0.308814	0.553952	0.522617	0.308814	0.553952	0.522617	
0.0104802	0.0189458	0.0180462	0.310952	0.562041	0.537372	0.310952	0.562041	0.537372	
0.0107454	0.0193559	0.0191247	0.320009	0.57507	0.573147	0.320009	0.57507	0.573147	
0.0112719	0.0199566	0.0211322	0.337032	0.59389	0.638247	0.337032	0.59389	0.638247	
0.0121231	0.0207842	0.0246215	0.364113	0.619636	0.75142	0.364113	0.619636	0.75142	
0.0120802	0.0205864	0.0246043	0.351691	0.601881	0.704231	0.351691	0.601881	0.704231	
0.0110919	0.0193191	0.0208364	0.324312	0.565757	0.602431	0.324312	0.565757	0.602431	
0.0104396	0.0183034	0.0186147	0.306417	0.536845	0.542297	0.306417	0.536845	0.542297	
0.0100468	0.017497	0.0173398	0.295937	0.513956	0.508341	0.295937	0.513956	0.508341	
0.00987235	0.0168699	0.0167406	0.291789	0.496243	0.493542	0.291789	0.496243	0.493542	
0.00989826	0.0163992	0.016704	0.293541	0.483058	0.495126	0.293541	0.483058	0.495126	
0.0101259	0.0160679	0.0172196	0.301325	0.473927	0.51324	0.301325	0.473927	0.51324	
0.0105763	0.0158639	0.0183744	0.315868	0.468516	0.551001	0.315868	0.468516	0.551001	
0.0109084	0.0155947	0.0176045	0.323132	0.459301	0.506683	0.323132	0.459301	0.506683	
0.0110586	0.0152356	0.0151722	0.328559	0.449145	0.439742	0.328559	0.449145	0.439742	
0.0114138	0.0149641	0.0135862	0.340171	0.441551	0.395966	0.340171	0.441551	0.395966	
0.0116331	0.0147969	0.012569	0.343303	0.437022	0.368044	0.343303	0.437022	0.368044	
0.0115758	0.0147133	0.011948	0.342905	0.434953	0.351326	0.342905	0.434953	0.351326	
0.0117826	0.0147076	0.0116378	0.350375	0.435182	0.34354	0.350375	0.435182	0.34354	
0.0122772	0.0147794	0.0116001	0.366574	0.437706	0.343726	0.366574	0.437706	0.343726	
